year,month,day,gender,births
1978,8,4531,M,4531
1985,7,4531,M,4531
1988,4,4531,M,4531
1975,10,4532,M,4532
1985,6,4532,M,4532
1980,6,4533,M,4533
1981,2,4533,M,4533
1982,7,4533,M,4533
1983,8,4533,M,4533
1983,9,4533,M,4533
1984,6,4533,M,4533
1986,10,4533,M,4533
1973,10,4534,M,4534
1975,4,4534,M,4534
1975,10,4534,M,4534
1978,7,4535,M,4535
1973,1,4536,M,4536
1984,8,4536,M,4536
1986,5,4536,M,4536
1973,5,4537,M,4537
1974,5,4537,M,4537
1976,6,4537,M,4537
1985,3,4537,M,4537
1988,4,4537,M,4537
1969,3,4538,M,4538
1969,6,4538,M,4538
1970,2,4538,M,4538
1971,4,4538,M,4538
1986,1,4539,M,4539
1976,1,4540,M,4540
1980,2,4540,M,4540
1981,11,4540,M,4540
1988,3,4540,M,4540
1975,2,4541,M,4541
1975,12,4541,M,4541
1976,2,4541,M,4541
1981,10,4541,M,4541
1973,6,4542,M,4542
1974,2,4542,M,4542
1975,11,4543,M,4543
1976,5,4543,M,4543
1977,4,4543,M,4543
1982,11,4543,M,4543
1983,5,4543,M,4543
1983,5,4543,M,4543
1970,10,4544,M,4544
1972,8,4544,M,4544
1975,2,4544,M,4544
1981,3,4544,M,4544
1981,4,4544,M,4544
1987,11,4544,M,4544
1973,12,4545,M,4545
1975,11,4545,M,4545
1979,10,4545,M,4545
1971,4,4546,M,4546
1973,2,4546,M,4546
1973,6,4546,M,4546
1985,5,4546,M,4546
1987,1,4547,M,4547
1969,1,4548,M,4548
1973,10,4548,M,4548
1976,1,4548,M,4548
1986,2,4548,M,4548
1988,10,4548,M,4548
1975,5,4549,M,4549
1982,2,4549,M,4549
1983,12,4549,M,4549
1985,11,4549,M,4549
1970,5,4550,M,4550
1983,5,4550,M,4550
1978,4,4551,M,4551
1975,3,4552,M,4552
1977,2,4552,M,4552
1979,8,4552,M,4552
1983,2,4552,M,4552
1988,5,4552,M,4552
1973,12,4553,M,4553
1976,4,4553,M,4553
1981,1,4553,M,4553
1976,6,4554,M,4554
1982,4,4554,M,4554
1982,6,4554,M,4554
1974,2,4555,M,4555
1974,5,4555,M,4555
1975,2,4555,M,4555
1971,8,4556,M,4556
1975,2,4556,M,4556
1977,11,4556,M,4556
1982,10,4556,M,4556
1988,7,4556,M,4556
1973,2,4557,M,4557
1973,5,4557,M,4557
1974,11,4557,M,4557
1976,6,4557,M,4557
1983,3,4557,M,4557
1985,2,4557,M,4557
1971,9,4558,M,4558
1973,7,4558,M,4558
1974,4,4558,M,4558
1979,7,4559,M,4559
1981,3,4559,M,4559
1973,4,4560,M,4560
1977,9,4560,M,4560
1986,3,4560,M,4560
1972,3,4561,M,4561
1972,4,4561,M,4561
1975,11,4561,M,4561
1969,6,4562,M,4562
1969,12,4562,M,4562
1972,8,4562,M,4562
1972,11,4562,M,4562
1973,6,4562,M,4562
1974,1,4562,M,4562
1976,2,4562,M,4562
1980,10,4562,M,4562
1981,7,4562,M,4562
1983,4,4562,M,4562
1978,4,4563,M,4563
1978,12,4563,M,4563
1984,5,4563,M,4563
1969,10,4564,M,4564
1973,11,4564,M,4564
1975,3,4564,M,4564
1974,6,4565,M,4565
1975,5,4565,M,4565
1975,10,4565,M,4565
1977,8,4565,M,4565
1985,3,4565,M,4565
1986,8,4565,M,4565
1987,2,4565,M,4565
1988,1,4565,M,4565
1972,5,4566,M,4566
1973,4,4566,M,4566
1975,2,4566,M,4566
1973,12,4567,M,4567
1974,4,4567,M,4567
1976,1,4567,M,4567
1977,9,4567,M,4567
1973,10,4568,M,4568
1974,1,4568,M,4568
1975,3,4568,M,4568
1978,4,4568,M,4568
1981,5,4568,M,4568
1984,6,4568,M,4568
1988,4,4568,M,4568
1972,4,4569,M,4569
1972,4,4569,M,4569
1973,2,4569,M,4569
1973,11,4569,M,4569
1982,2,4569,M,4569
1987,3,4569,M,4569
1969,5,4570,M,4570
1970,1,4570,M,4570
1970,5,4570,M,4570
1971,8,4570,M,4570
1972,4,4570,M,4570
1974,6,4570,M,4570
1974,12,4570,M,4570
1975,6,4570,M,4570
1986,2,4570,M,4570
1986,4,4570,M,4570
1988,5,4570,M,4570
1973,2,4571,M,4571
1974,6,4571,M,4571
1978,3,4571,M,4571
1979,9,4571,M,4571
1969,9,4572,M,4572
1975,4,4572,M,4572
1978,4,4572,M,4572
1987,7,4572,M,4572
1975,4,4573,M,4573
1977,9,4573,M,4573
1985,2,4573,M,4573
1988,2,4573,M,4573
1972,3,4574,M,4574
1972,12,4574,M,4574
1974,3,4574,M,4574
1980,8,4574,M,4574
1983,10,4574,M,4574
1980,3,4575,M,4575
1981,7,4575,M,4575
1973,2,4576,M,4576
1975,3,4576,M,4576
1979,9,4576,M,4576
1981,5,4576,M,4576
1985,4,4576,M,4576
1974,5,4577,M,4577
1974,11,4577,M,4577
1976,1,4577,M,4577
1977,4,4577,M,4577
1977,4,4577,M,4577
1987,12,4577,M,4577
1970,7,4578,M,4578
1972,4,4578,M,4578
1973,4,4578,M,4578
1977,1,4578,M,4578
1978,5,4578,M,4578
1985,6,4578,M,4578
1972,10,4579,M,4579
1973,1,4579,M,4579
1975,2,4579,M,4579
1976,10,4579,M,4579
1978,4,4579,M,4579
1978,9,4579,M,4579
1981,6,4579,M,4579
1985,2,4579,M,4579
1985,6,4579,M,4579
1986,1,4579,M,4579
1973,3,4580,M,4580
1975,4,4580,M,4580
1977,4,4580,M,4580
1978,6,4580,M,4580
1986,1,4580,M,4580
1986,3,4580,M,4580
1972,4,4581,M,4581
1974,6,4581,M,4581
1975,1,4581,M,4581
1983,7,4581,M,4581
1974,6,4582,M,4582
1976,5,4582,M,4582
1985,9,4582,M,4582
1973,2,4583,M,4583
1976,6,4583,M,4583
1980,2,4583,M,4583
1969,4,4584,M,4584
1970,3,4584,M,4584
1972,6,4584,M,4584
1975,2,4584,M,4584
1975,5,4584,M,4584
1977,3,4584,M,4584
1973,2,4585,M,4585
1975,6,4585,M,4585
1985,3,4585,M,4585
1986,8,4585,M,4585
1969,10,4586,M,4586
1974,1,4586,M,4586
1975,5,4586,M,4586
1980,6,4586,M,4586
1986,5,4586,M,4586
1973,12,4587,M,4587
1974,10,4587,M,4587
1978,5,4587,M,4587
1986,6,4587,M,4587
1969,12,4588,M,4588
1970,12,4588,M,4588
1973,2,4588,M,4588
1973,10,4588,M,4588
1977,10,4588,M,4588
1977,12,4588,M,4588
1980,5,4588,M,4588
1984,6,4588,M,4588
1984,10,4588,M,4588
1986,2,4588,M,4588
1980,7,4589,M,4589
1971,1,4590,M,4590
1971,4,4590,M,4590
1974,3,4590,M,4590
1974,5,4590,M,4590
1977,1,4590,M,4590
1978,7,4590,M,4590
1987,7,4590,M,4590
1972,4,4591,M,4591
1973,6,4591,M,4591
1977,4,4591,M,4591
1981,10,4591,M,4591
1972,10,4592,M,4592
1974,5,4592,M,4592
1974,12,4592,M,4592
1975,4,4592,M,4592
1987,6,4592,M,4592
1974,3,4593,M,4593
1976,6,4593,M,4593
1976,7,4593,M,4593
1970,11,4594,M,4594
1976,1,4594,M,4594
1978,1,4594,M,4594
1978,2,4594,M,4594
1981,6,4594,M,4594
1972,4,4595,M,4595
1973,1,4595,M,4595
1973,4,4595,M,4595
1975,1,4595,M,4595
1975,3,4595,M,4595
1975,5,4595,M,4595
1975,12,4595,M,4595
1979,8,4595,M,4595
1987,3,4595,M,4595
1988,11,4595,M,4595
1972,6,4596,M,4596
1975,1,4596,M,4596
1980,7,4596,M,4596
1983,7,4596,M,4596
1985,6,4596,M,4596
1987,12,4596,M,4596
1974,10,4597,M,4597
1975,4,4597,M,4597
1983,9,4597,M,4597
1988,6,4597,M,4597
1969,1,4598,M,4598
1970,5,4598,M,4598
1972,6,4598,M,4598
1972,12,4598,M,4598
1973,3,4598,M,4598
1975,2,4598,M,4598
1976,4,4598,M,4598
1980,11,4598,M,4598
1986,8,4598,M,4598
1975,3,4599,M,4599
1975,5,4599,M,4599
1980,2,4599,M,4599
1982,5,4599,M,4599
1984,6,4599,M,4599
1988,11,4599,M,4599
1970,4,4600,M,4600
1972,10,4600,M,4600
1976,6,4600,M,4600
1973,6,4601,M,4601
1974,9,4601,M,4601
1979,9,4601,M,4601
1987,4,4601,M,4601
1974,11,4602,M,4602
1980,7,4602,M,4602
1972,5,4603,M,4603
1973,6,4603,M,4603
1976,3,4603,M,4603
1986,7,4603,M,4603
1973,10,4604,M,4604
1983,1,4604,M,4604
1983,6,4604,M,4604
1983,7,4604,M,4604
1975,5,4605,M,4605
1975,12,4605,M,4605
1976,12,4605,M,4605
1976,2,4606,M,4606
1985,7,4606,M,4606
1972,3,4607,M,4607
1973,7,4607,M,4607
1974,4,4607,M,4607
1976,11,4607,M,4607
1978,5,4607,M,4607
1979,9,4607,M,4607
1985,10,4607,M,4607
1969,5,4608,M,4608
1973,6,4608,M,4608
1975,4,4608,M,4608
1975,6,4608,M,4608
1975,12,4608,M,4608
1981,2,4608,M,4608
1987,11,4608,M,4608
1973,5,4609,M,4609
1975,12,4609,M,4609
1986,7,4609,M,4609
1971,3,4610,M,4610
1974,5,4610,M,4610
1975,2,4610,M,4610
1976,6,4610,M,4610
1979,1,4610,M,4610
1981,6,4610,M,4610
1978,4,4611,M,4611
1984,7,4611,M,4611
1987,5,4611,M,4611
1987,12,4611,M,4611
1973,6,4612,M,4612
1975,3,4612,M,4612
1976,5,4612,M,4612
1980,10,4612,M,4612
1985,7,4612,M,4612
1987,4,4612,M,4612
1972,3,4613,M,4613
1974,2,4613,M,4613
1975,3,4613,M,4613
1969,7,4614,M,4614
1975,10,4614,M,4614
1982,6,4614,M,4614
1985,10,4614,M,4614
1987,2,4614,M,4614
1972,5,4615,M,4615
1972,11,4615,M,4615
1973,6,4615,M,4615
1973,12,4615,M,4615
1974,12,4615,M,4615
1975,1,4615,M,4615
1975,11,4615,M,4615
1978,4,4615,M,4615
1987,9,4615,M,4615
1969,3,4616,M,4616
1972,1,4616,M,4616
1972,11,4616,M,4616
1973,5,4616,M,4616
1974,5,4616,M,4616
1975,3,4616,M,4616
1975,6,4616,M,4616
1978,1,4616,M,4616
1978,5,4616,M,4616
1981,3,4616,M,4616
1983,10,4616,M,4616
1985,6,4616,M,4616
1973,3,4617,M,4617
1975,5,4617,M,4617
1975,11,4617,M,4617
1976,11,4617,M,4617
1978,2,4617,M,4617
1969,8,4618,M,4618
1972,12,4618,M,4618
1973,6,4618,M,4618
1974,3,4618,M,4618
1974,5,4618,M,4618
1975,11,4618,M,4618
1972,1,4619,M,4619
1973,1,4619,M,4619
1969,5,4620,M,4620
1969,7,4620,M,4620
1971,4,4620,M,4620
1971,6,4620,M,4620
1974,3,4620,M,4620
1975,3,4620,M,4620
1976,6,4620,M,4620
1983,2,4620,M,4620
1985,6,4620,M,4620
1986,7,4620,M,4620
1975,12,4621,M,4621
1976,11,4621,M,4621
1977,9,4621,M,4621
1982,6,4621,M,4621
1969,4,4622,M,4622
1971,2,4622,M,4622
1975,6,4622,M,4622
1976,12,4622,M,4622
1977,5,4622,M,4622
1981,7,4622,M,4622
1971,11,4624,M,4624
1977,2,4624,M,4624
1978,12,4624,M,4624
1984,6,4624,M,4624
1973,12,4625,M,4625
1974,6,4625,M,4625
1974,11,4625,M,4625
1988,6,4625,M,4625
1973,11,4626,M,4626
1975,1,4626,M,4626
1977,4,4626,M,4626
1978,4,4626,M,4626
1974,10,4627,M,4627
1977,3,4627,M,4627
1984,7,4627,M,4627
1969,8,4628,M,4628
1972,9,4628,M,4628
1975,11,4628,M,4628
1979,6,4628,M,4628
1972,10,4629,M,4629
1973,2,4629,M,4629
1976,1,4629,M,4629
1978,5,4629,M,4629
1984,8,4629,M,4629
1986,5,4629,M,4629
1971,12,4630,M,4630
1977,4,4630,M,4630
1980,2,4630,M,4630
1974,10,4631,M,4631
1978,4,4631,M,4631
1978,6,4631,M,4631
1973,11,4632,M,4632
1975,1,4632,M,4632
1986,9,4633,M,4633
1969,9,4634,M,4634
1971,1,4634,M,4634
1971,6,4634,M,4634
1972,5,4634,M,4634
1974,1,4634,M,4634
1974,1,4634,M,4634
1974,2,4634,M,4634
1980,10,4634,M,4634
1981,7,4634,M,4634
1973,7,4635,M,4635
1975,12,4635,M,4635
1975,12,4635,M,4635
1976,10,4635,M,4635
1976,12,4635,M,4635
1978,1,4635,M,4635
1988,10,4635,M,4635
1988,11,4635,M,4635
1969,2,4636,M,4636
1971,1,4636,M,4636
1971,2,4636,M,4636
1975,2,4636,M,4636
1972,5,4637,M,4637
1975,11,4637,M,4637
1976,6,4637,M,4637
1977,1,4637,M,4637
1982,8,4637,M,4637
1987,6,4637,M,4637
1972,11,4638,M,4638
1973,3,4638,M,4638
1978,6,4638,M,4638
1983,8,4638,M,4638
1985,5,4638,M,4638
1978,5,4639,M,4639
1982,8,4639,M,4639
1970,4,4640,M,4640
1970,5,4640,M,4640
1972,10,4640,M,4640
1980,1,4640,M,4640
1985,7,4640,M,4640
1986,12,4640,M,4640
1974,6,4641,M,4641
1975,10,4641,M,4641
1969,1,4642,M,4642
1969,8,4642,M,4642
1975,4,4642,M,4642
1976,11,4642,M,4642
1986,4,4642,M,4642
1974,3,4643,M,4643
1975,3,4643,M,4643
1978,5,4643,M,4643
1983,9,4643,M,4643
1986,7,4643,M,4643
1973,3,4644,M,4644
1976,8,4644,M,4644
1978,1,4644,M,4644
1977,6,4645,M,4645
1985,5,4645,M,4645
1986,9,4645,M,4645
1969,8,4646,M,4646
1979,7,4646,M,4646
1980,8,4646,M,4646
1988,7,4646,M,4646
1972,3,4647,M,4647
1973,1,4647,M,4647
1973,2,4647,M,4647
1974,8,4647,M,4647
1974,12,4647,M,4647
1978,5,4647,M,4647
1984,7,4648,M,4648
1985,1,4648,M,4648
1986,1,4648,M,4648
1973,2,4649,M,4649
1973,8,4649,M,4649
1974,10,4649,M,4649
1978,8,4649,M,4649
1982,7,4649,M,4649
1982,7,4649,M,4649
1980,12,4650,M,4650
1976,11,4651,M,4651
1969,9,4652,M,4652
1970,1,4652,M,4652
1970,4,4652,M,4652
1972,5,4652,M,4652
1973,1,4652,M,4652
1976,10,4652,M,4652
1977,11,4652,M,4652
1983,7,4652,M,4652
1985,12,4652,M,4652
1987,5,4652,M,4652
1975,2,4653,M,4653
1977,4,4653,M,4653
1978,5,4653,M,4653
1982,10,4653,M,4653
1970,12,4654,M,4654
1971,1,4654,M,4654
1971,12,4654,M,4654
1972,4,4654,M,4654
1975,6,4654,M,4654
1979,10,4654,M,4654
1985,6,4654,M,4654
1973,7,4655,M,4655
1975,8,4655,M,4655
1976,6,4655,M,4655
1969,9,4656,M,4656
1969,12,4656,M,4656
1971,10,4656,M,4656
1974,5,4656,M,4656
1974,11,4656,M,4656
1975,5,4656,M,4656
1976,1,4656,M,4656
1978,1,4656,M,4656
1982,6,4656,M,4656
1983,7,4656,M,4656
1972,1,4657,M,4657
1976,2,4657,M,4657
1977,4,4657,M,4657
1977,5,4657,M,4657
1978,2,4657,M,4657
1979,8,4657,M,4657
1972,5,4658,M,4658
1979,7,4658,M,4658
1980,7,4658,M,4658
1983,7,4658,M,4658
1986,7,4658,M,4658
1972,3,4659,M,4659
1973,12,4659,M,4659
1974,4,4659,M,4659
1974,4,4659,M,4659
1969,1,4660,M,4660
1969,12,4660,M,4660
1971,9,4660,M,4660
1972,3,4660,M,4660
1975,10,4660,M,4660
1976,8,4660,M,4660
1982,5,4660,M,4660
1983,6,4660,M,4660
1972,5,4661,M,4661
1973,9,4661,M,4661
1976,3,4661,M,4661
1978,5,4661,M,4661
1970,2,4662,M,4662
1973,7,4662,M,4662
1988,9,4662,M,4662
1978,2,4663,M,4663
1978,7,4663,M,4663
1969,7,4664,M,4664
1973,6,4664,M,4664
1974,9,4665,M,4665
1975,6,4665,M,4665
1977,1,4665,M,4665
1987,7,4665,M,4665
1969,11,4666,M,4666
1971,8,4666,M,4666
1974,9,4666,M,4666
1978,2,4666,M,4666
1985,7,4666,M,4666
1973,2,4667,M,4667
1975,6,4667,M,4667
1976,6,4667,M,4667
1977,2,4667,M,4667
1978,3,4667,M,4667
1978,8,4667,M,4667
1969,2,4668,M,4668
1972,1,4668,M,4668
1974,6,4668,M,4668
1974,7,4668,M,4668
1988,5,4668,M,4668
1973,3,4669,M,4669
1974,12,4669,M,4669
1976,7,4669,M,4669
1977,4,4669,M,4669
1982,10,4669,M,4669
1973,6,4670,M,4670
1973,8,4670,M,4670
1977,4,4670,M,4670
1987,8,4670,M,4670
1977,10,4671,M,4671
1981,2,4671,M,4671
1980,10,4672,M,4672
1983,7,4672,M,4672
1986,9,4672,M,4672
1988,7,4672,M,4672
1977,5,4673,M,4673
1978,3,4673,M,4673
1969,1,4674,M,4674
1971,9,4674,M,4674
1975,3,4674,M,4674
1977,10,4674,M,4674
1983,3,4674,M,4674
1972,10,4677,M,4677
1978,6,4677,M,4677
1983,8,4677,M,4677
1976,2,4679,M,4679
1984,7,4679,M,4679
1985,9,4679,M,4679
1969,11,4680,M,4680
1974,2,4680,M,4680
1972,12,4681,M,4681
1988,10,4681,M,4681
1969,9,4682,M,4682
1970,1,4682,M,4682
1972,2,4682,M,4682
1973,10,4682,M,4682
1973,7,4683,M,4683
1977,1,4683,M,4683
1970,1,4684,M,4684
1974,6,4684,M,4684
1976,12,4684,M,4684
1974,5,4685,M,4685
1975,8,4685,M,4685
1971,12,4686,M,4686
1973,11,4686,M,4686
1978,1,4686,M,4686
1974,11,4687,M,4687
1975,6,4687,M,4687
1981,8,4687,M,4687
1972,3,4688,M,4688
1975,4,4688,M,4688
1982,8,4688,M,4688
1984,9,4688,M,4688
1973,1,4689,M,4689
1973,6,4689,M,4689
1977,5,4689,M,4689
1980,9,4689,M,4689
1982,7,4689,M,4689
1983,7,4689,M,4689
1972,3,4690,M,4690
1976,11,4690,M,4690
1978,11,4690,M,4690
1988,8,4690,M,4690
1988,8,4690,M,4690
1972,2,4691,M,4691
1972,6,4691,M,4691
1977,1,4691,M,4691
1984,8,4691,M,4691
1972,5,4692,M,4692
1974,7,4692,M,4692
1979,9,4692,M,4692
1987,9,4692,M,4692
1972,7,4693,M,4693
1973,6,4693,M,4693
1974,10,4693,M,4693
1987,2,4693,M,4693
1974,6,4694,M,4694
1985,12,4694,M,4694
1980,8,4695,M,4695
1981,8,4695,M,4695
1971,6,4696,M,4696
1972,10,4696,M,4696
1976,12,4696,M,4696
1978,2,4696,M,4696
1978,4,4696,M,4696
1975,7,4697,M,4697
1976,6,4697,M,4697
1976,6,4697,M,4697
1983,7,4697,M,4697
1983,9,4697,M,4697
1970,1,4698,M,4698
1973,2,4698,M,4698
1974,2,4698,M,4698
1980,9,4698,M,4698
1982,12,4698,M,4698
1983,10,4698,M,4698
1984,9,4698,M,4698
1988,12,4698,M,4698
1972,4,4699,M,4699
1973,10,4699,M,4699
1973,12,4699,M,4699
1974,12,4699,M,4699
1971,10,4700,M,4700
1974,12,4700,M,4700
1975,5,4700,M,4700
1976,11,4700,M,4700
1983,8,4700,M,4700
1973,3,4701,M,4701
1978,3,4701,M,4701
1978,4,4701,M,4701
1969,4,4702,M,4702
1969,5,4702,M,4702
1978,1,4702,M,4702
1978,4,4702,M,4702
1980,8,4702,M,4702
1988,3,4702,M,4702
1972,6,4703,M,4703
1972,10,4703,M,4703
1973,7,4703,M,4703
1977,1,4703,M,4703
1978,3,4703,M,4703
1978,4,4703,M,4703
1978,5,4703,M,4703
1979,8,4703,M,4703
1973,3,4704,M,4704
1974,11,4704,M,4704
1976,1,4704,M,4704
1978,3,4704,M,4704
1986,10,4704,M,4704
1977,4,4705,M,4705
1977,12,4705,M,4705
1980,7,4705,M,4705
1980,7,4705,M,4705
1985,8,4705,M,4705
1988,10,4705,M,4705
1969,6,4706,M,4706
1972,11,4706,M,4706
1974,7,4706,M,4706
1974,11,4706,M,4706
1976,6,4706,M,4706
1978,3,4706,M,4706
1979,4,4706,M,4706
1985,9,4706,M,4706
1973,3,4707,M,4707
1978,3,4707,M,4707
1981,9,4707,M,4707
1982,10,4707,M,4707
1984,7,4707,M,4707
1974,11,4708,M,4708
1975,10,4708,M,4708
1978,1,4708,M,4708
1979,7,4708,M,4708
1980,8,4708,M,4708
1973,12,4709,M,4709
1975,3,4709,M,4709
1975,5,4709,M,4709
1977,11,4709,M,4709
1978,1,4709,M,4709
1979,9,4709,M,4709
1986,9,4709,M,4709
1975,4,4710,M,4710
1976,10,4710,M,4710
1973,1,4711,M,4711
1975,5,4711,M,4711
1975,10,4711,M,4711
1976,10,4711,M,4711
1969,2,4712,M,4712
1969,8,4712,M,4712
1971,10,4712,M,4712
1971,11,4712,M,4712
1977,1,4712,M,4712
1977,2,4712,M,4712
1978,1,4712,M,4712
1973,1,4713,M,4713
1976,12,4713,M,4713
1977,4,4713,M,4713
1981,8,4713,M,4713
1983,8,4713,M,4713
1987,6,4713,M,4713
1971,12,4714,M,4714
1972,1,4714,M,4714
1972,3,4714,M,4714
1972,5,4714,M,4714
1972,6,4714,M,4714
1975,9,4714,M,4714
1975,9,4714,M,4714
1977,12,4714,M,4714
1982,8,4714,M,4714
1973,7,4715,M,4715
1978,2,4715,M,4715
1985,12,4715,M,4715
1988,10,4715,M,4715
1970,11,4716,M,4716
1971,1,4716,M,4716
1972,1,4716,M,4716
1972,2,4716,M,4716
1973,9,4716,M,4716
1974,1,4716,M,4716
1980,10,4716,M,4716
1985,7,4716,M,4716
1972,5,4717,M,4717
1973,5,4717,M,4717
1974,6,4717,M,4717
1975,2,4717,M,4717
1972,3,4718,M,4718
1973,7,4719,M,4719
1987,7,4719,M,4719
1976,11,4720,M,4720
1977,12,4720,M,4720
1978,1,4720,M,4720
1984,8,4720,M,4720
1978,3,4721,M,4721
1979,8,4721,M,4721
1988,4,4721,M,4721
1973,3,4722,M,4722
1987,8,4722,M,4722
1987,10,4722,M,4722
1972,5,4723,M,4723
1973,7,4723,M,4723
1975,7,4723,M,4723
1977,3,4723,M,4723
1977,4,4723,M,4723
1978,6,4723,M,4723
1982,9,4723,M,4723
1970,1,4724,M,4724
1975,5,4724,M,4724
1972,10,4725,M,4725
1973,3,4725,M,4725
1983,7,4725,M,4725
1988,7,4725,M,4725
1973,3,4726,M,4726
1976,10,4726,M,4726
1976,11,4726,M,4726
1976,12,4726,M,4726
1985,9,4726,M,4726
1969,5,4728,M,4728
1973,8,4728,M,4728
1973,10,4728,M,4728
1972,3,4729,M,4729
1976,7,4729,M,4729
1976,8,4729,M,4729
1978,2,4730,M,4730
1972,6,4731,M,4731
1974,8,4731,M,4731
1974,9,4731,M,4731
1976,10,4731,M,4731
1978,5,4731,M,4731
1981,10,4731,M,4731
1972,5,4732,M,4732
1973,1,4732,M,4732
1977,1,4732,M,4732
1974,7,4733,M,4733
1978,5,4733,M,4733
1978,11,4733,M,4733
1988,11,4733,M,4733
1973,8,4734,M,4734
1985,9,4734,M,4734
1987,8,4734,M,4734
1974,11,4735,M,4735
1975,3,4735,M,4735
1977,12,4735,M,4735
1969,2,4736,M,4736
1969,5,4736,M,4736
1970,12,4736,M,4736
1972,3,4736,M,4736
1973,9,4736,M,4736
1978,2,4736,M,4736
1977,2,4737,M,4737
1977,5,4737,M,4737
1977,12,4737,M,4737
1978,1,4737,M,4737
1978,1,4737,M,4737
1978,5,4737,M,4737
1988,9,4737,M,4737
1972,10,4738,M,4738
1975,7,4738,M,4738
1983,6,4738,M,4738
1972,1,4739,M,4739
1972,3,4739,M,4739
1974,5,4739,M,4739
1974,12,4739,M,4739
1975,3,4739,M,4739
1977,1,4739,M,4739
1977,1,4739,M,4739
1970,5,4740,M,4740
1972,11,4740,M,4740
1977,12,4740,M,4740
1972,8,4741,M,4741
1982,7,4741,M,4741
1988,7,4741,M,4741
1969,4,4742,M,4742
1975,1,4742,M,4742
1978,1,4742,M,4742
1978,5,4742,M,4742
1984,9,4742,M,4742
1978,1,4743,M,4743
1984,12,4743,M,4743
1987,9,4743,M,4743
1972,1,4744,M,4744
1976,8,4744,M,4744
1978,10,4744,M,4744
1972,1,4745,M,4745
1972,4,4745,M,4745
1973,8,4745,M,4745
1975,10,4745,M,4745
1972,7,4746,M,4746
1974,7,4746,M,4746
1978,1,4746,M,4746
1975,8,4747,M,4747
1978,2,4747,M,4747
1987,5,4747,M,4747
1972,6,4748,M,4748
1974,12,4748,M,4748
1975,3,4748,M,4748
1977,3,4748,M,4748
1980,7,4749,M,4749
1988,10,4749,M,4749
1986,8,4750,M,4750
1972,6,4751,M,4751
1973,4,4751,M,4751
1977,11,4751,M,4751
1987,7,4751,M,4751
1972,3,4752,M,4752
1973,9,4752,M,4752
1977,1,4752,M,4752
1977,12,4752,M,4752
1981,9,4752,M,4752
1972,5,4754,M,4754
1973,6,4754,M,4754
1977,10,4754,M,4754
1978,1,4754,M,4754
1978,10,4754,M,4754
1979,2,4754,M,4754
1981,8,4754,M,4754
1981,9,4754,M,4754
1987,10,4754,M,4754
1972,10,4755,M,4755
1972,11,4755,M,4755
1975,7,4755,M,4755
1985,5,4755,M,4755
1969,2,4756,M,4756
1969,7,4756,M,4756
1972,12,4756,M,4756
1973,10,4756,M,4756
1974,7,4756,M,4756
1972,7,4757,M,4757
1973,10,4757,M,4757
1975,9,4757,M,4757
1980,12,4757,M,4757
1970,2,4758,M,4758
1974,7,4758,M,4758
1976,10,4758,M,4758
1977,3,4758,M,4758
1980,9,4758,M,4758
1988,6,4758,M,4758
1976,7,4759,M,4759
1982,11,4759,M,4759
1969,12,4760,M,4760
1970,6,4760,M,4760
1976,8,4760,M,4760
1977,11,4760,M,4760
1979,4,4760,M,4760
1979,9,4760,M,4760
1981,9,4760,M,4760
1988,5,4760,M,4760
1975,6,4761,M,4761
1977,2,4761,M,4761
1977,3,4761,M,4761
1977,3,4761,M,4761
1978,3,4761,M,4761
1979,8,4761,M,4761
1981,8,4761,M,4761
1984,7,4761,M,4761
1975,4,4762,M,4762
1976,6,4762,M,4762
1977,5,4762,M,4762
1978,1,4762,M,4762
1984,8,4762,M,4762
1985,8,4762,M,4762
1973,9,4763,M,4763
1970,1,4764,M,4764
1971,7,4764,M,4764
1973,7,4764,M,4764
1973,9,4764,M,4764
1977,3,4764,M,4764
1972,4,4765,M,4765
1972,6,4765,M,4765
1970,11,4766,M,4766
1971,1,4766,M,4766
1972,6,4766,M,4766
1975,8,4766,M,4766
1976,12,4766,M,4766
1987,9,4766,M,4766
1975,8,4767,M,4767
1977,12,4767,M,4767
1982,8,4767,M,4767
1970,11,4768,M,4768
1973,8,4768,M,4768
1974,10,4768,M,4768
1976,7,4768,M,4768
1978,2,4768,M,4768
1978,2,4768,M,4768
1978,6,4768,M,4768
1980,8,4768,M,4768
1979,9,4769,M,4769
1971,9,4770,M,4770
1976,6,4770,M,4770
1978,9,4770,M,4770
1986,7,4770,M,4770
1974,7,4771,M,4771
1977,3,4771,M,4771
1978,1,4771,M,4771
1978,3,4771,M,4771
1978,5,4771,M,4771
1978,6,4771,M,4771
1970,7,4772,M,4772
1976,10,4772,M,4772
1978,3,4773,M,4773
1981,9,4773,M,4773
1970,10,4774,M,4774
1974,10,4774,M,4774
1976,11,4774,M,4774
1985,7,4774,M,4774
1985,8,4774,M,4774
1972,1,4775,M,4775
1972,2,4775,M,4775
1972,11,4775,M,4775
1979,1,4775,M,4775
1969,5,4776,M,4776
1972,5,4776,M,4776
1972,8,4776,M,4776
1973,3,4776,M,4776
1977,6,4776,M,4776
1972,1,4777,M,4777
1975,10,4777,M,4777
1975,8,4778,M,4778
1975,12,4778,M,4778
1979,8,4778,M,4778
1985,6,4778,M,4778
1988,10,4778,M,4778
1977,11,4779,M,4779
1979,4,4779,M,4779
1983,8,4779,M,4779
1970,1,4780,M,4780
1970,8,4780,M,4780
